Job ID,Agency,Posting Type,Number Of Positions,Business Title,Civil Service Title,Title Code No,Level,Salary Range From,Salary Range To,Salary Frequency,Work Location,Division/Work Unit,Hours/Shift,Work Location 1,Recruitment Contact,Residency Requirement,Posting Date,Post Until,Posting Updated,Process Date
236005,DEPARTMENT OF BUILDINGS,Internal,1,"Supervising Inspector, Construction",ASSOCIATE INSPECTOR (CONSTRUCT,31642,1,55139,65000,Annual,"280 Broadway, 4th Floor, N.Y.",Borough Construction/MN & BX,35 hours (minimum),"280 Broadway, 4th Floor, N.Y.",,New York City Residency is not required for this position,3/18/2016 0:00,3/31/2016 0:00,3/18/2016 0:00,3/22/2016 0:00
235753,DEPT OF PARKS & RECREATION,External,1,Structural Engineer for Waterfront Projects,CIVIL ENGINEER,20215,2,72805,85000,Annual,Flushing Meadow Pk Olmsted Ctr,Deputy Comm For Capital Pro, ,"Olmsted Center, Queens",,This position is exempt from NYC residency requirements.,3/18/2016 0:00,,3/21/2016 0:00,3/22/2016 0:00
235755,DEPT OF HEALTH/MENTAL HYGIENE,Internal,1,"Director of Special Projects,  Systems Partnerships/Center for Health Equity",CITY RESEARCH SCIENTIST,21744,2,68239,85644,Annual,42-09 28th Street,SYSTEMS PARTNERSHIPS, , ,,"New York City residency is generally required within 90 days of appointment. However, City Employees in certain titles who have worked for the City for 2 continuous years may also be eligible to reside in Nassau, Suffolk, Putnam, Westchester, Rockland, or Orange County. To determine if the residency requirement applies to you, please discuss with the agency representative at the time of interview.",3/18/2016 0:00,,3/18/2016 0:00,3/22/2016 0:00
235755,DEPT OF HEALTH/MENTAL HYGIENE,External,1,"Director of Special Projects,  Systems Partnerships/Center for Health Equity",CITY RESEARCH SCIENTIST,21744,2,68239,85644,Annual,42-09 28th Street,SYSTEMS PARTNERSHIPS, , ,,"New York City residency is generally required within 90 days of appointment. However, City Employees in certain titles who have worked for the City for 2 continuous years may also be eligible to reside in Nassau, Suffolk, Putnam, Westchester, Rockland, or Orange County. To determine if the residency requirement applies to you, please discuss with the agency representative at the time of interview.",3/18/2016 0:00,,3/18/2016 0:00,3/22/2016 0:00
235761,DEPARTMENT FOR THE AGING,External,1,"Director, Department for the Aging Learning Center",ADMINISTRATIVE  PROGRAM OFFICE,10084,M2,58675,156793,Annual,"2 Lafayette St., N.Y.",ORG DEV & Strategic Initiative, , ,,"New York City residency is generally required within 90 days of appointment. However, City Employees in certain titles who have worked for the City for 2 continuous years may also be eligible to reside in Nassau, Suffolk, Putnam, Westchester, Rockland, or Orange County. To determine if the residency requirement applies to you, please discuss with the agency representative at the time of interview.",3/21/2016 0:00,9/18/2016 0:00,3/21/2016 0:00,3/22/2016 0:00
235761,DEPARTMENT FOR THE AGING,Internal,1,"Director, Department for the Aging Learning Center",ADMINISTRATIVE  PROGRAM OFFICE,10084,M2,58675,156793,Annual,"2 Lafayette St., N.Y.",ORG DEV & Strategic Initiative, , ,,"New York City residency is generally required within 90 days of appointment. However, City Employees in certain titles who have worked for the City for 2 continuous years may also be eligible to reside in Nassau, Suffolk, Putnam, Westchester, Rockland, or Orange County. To determine if the residency requirement applies to you, please discuss with the agency representative at the time of interview.",3/21/2016 0:00,9/18/2016 0:00,3/21/2016 0:00,3/22/2016 0:00
235499,DEPARTMENT OF INVESTIGATION,Internal,1,Database Administrator,COMPUTER SYSTEMS MANAGER,10050,M1,53051,102791,Annual,"83 Maiden Lane, New York Ny",Information Technology, , ,,New York City Residency is not required for this position,3/16/2016 0:00,,3/16/2016 0:00,3/22/2016 0:00
235501,DEPARTMENT OF BUILDINGS,External,1,Space Analyst/Planner,SPACE ANALYST,80184,1,28,42,Hourly,"280 Broadway, 5th Floor, N.Y.",Asset Management,20 hours per week,Citywide,,"New York City residency is generally required within 90 days of appointment. However, City Employees in certain titles who have worked for the City for 2 continuous years may also be eligible to reside in Nassau, Suffolk, Putnam, Westchester, Rockland, or Orange County. To determine if the residency requirement applies to you, please discuss with the agency representative at the time of interview.",3/15/2016 0:00,3/28/2016 0:00,3/15/2016 0:00,3/22/2016 0:00
235501,DEPARTMENT OF BUILDINGS,Internal,1,Space Analyst/Planner,SPACE ANALYST,80184,1,28,42,Hourly,"280 Broadway, 5th Floor, N.Y.",Asset Management,20 hours per week,Citywide,,"New York City residency is generally required within 90 days of appointment. However, City Employees in certain titles who have worked for the City for 2 continuous years may also be eligible to reside in Nassau, Suffolk, Putnam, Westchester, Rockland, or Orange County. To determine if the residency requirement applies to you, please discuss with the agency representative at the time of interview.",3/15/2016 0:00,3/28/2016 0:00,3/15/2016 0:00,3/22/2016 0:00
235763,DEPT OF HEALTH/MENTAL HYGIENE,Internal,1,"Assistant Director, Bureau of Early Intervention",SR HEALTHCARE PROG PLAN ANLYST,83052,2,56382,109125,Annual,"42 Broadway, N.Y.",Early Intervention, , ,,"New York City residency is generally required within 90 days of appointment. However, City Employees in certain titles who have worked for the City for 2 continuous years may also be eligible to reside in Nassau, Suffolk, Putnam, Westchester, Rockland, or Orange County. To determine if the residency requirement applies to you, please discuss with the agency representative at the time of interview.",3/18/2016 0:00,,3/18/2016 0:00,3/22/2016 0:00
235763,DEPT OF HEALTH/MENTAL HYGIENE,External,1,"Assistant Director, Bureau of Early Intervention",SR HEALTHCARE PROG PLAN ANLYST,83052,2,56382,109125,Annual,"42 Broadway, N.Y.",Early Intervention, , ,,"New York City residency is generally required within 90 days of appointment. However, City Employees in certain titles who have worked for the City for 2 continuous years may also be eligible to reside in Nassau, Suffolk, Putnam, Westchester, Rockland, or Orange County. To determine if the residency requirement applies to you, please discuss with the agency representative at the time of interview.",3/18/2016 0:00,,3/18/2016 0:00,3/22/2016 0:00
235764,TAXI & LIMOUSINE COMMISSION,Internal,1,Community Associate,COMMUNITY ASSOCIATE,56057,0,34644,57655,Annual,"31-00 47 Ave, 3 FL, LIC NY",Medal. Drver Licensing/Renew, ,"32-02 Queens Blvd., Lic Ny",,"New York City residency is generally required within 90 days of appointment. However, City Employees in certain titles who have worked for the City for 2 continuous years may also be eligible to reside in Nassau, Suffolk, Putnam, Westchester, Rockland, or Orange County. To determine if the residency requirement applies to you, please discuss with the agency representative at the time of interview.",3/18/2016 0:00,4/4/2016 0:00,3/18/2016 0:00,3/22/2016 0:00
235764,TAXI & LIMOUSINE COMMISSION,External,1,Community Associate,COMMUNITY ASSOCIATE,56057,0,34644,57655,Annual,"31-00 47 Ave, 3 FL, LIC NY",Medal. Drver Licensing/Renew, ,"32-02 Queens Blvd., Lic Ny",,"New York City residency is generally required within 90 days of appointment. However, City Employees in certain titles who have worked for the City for 2 continuous years may also be eligible to reside in Nassau, Suffolk, Putnam, Westchester, Rockland, or Orange County. To determine if the residency requirement applies to you, please discuss with the agency representative at the time of interview.",3/18/2016 0:00,4/4/2016 0:00,3/18/2016 0:00,3/22/2016 0:00
235766,DEPARTMENT OF INVESTIGATION,Internal,1,Assistant Inspector General,SPECIAL INVESTIGATOR,31130,0,40000,70000,Annual,80 Maiden Lane,Default, , ,,"New York City residency is generally required within 90 days of appointment. However, City Employees in certain titles who have worked for the City for 2 continuous years may also be eligible to reside in Nassau, Suffolk, Putnam, Westchester, Rockland, or Orange County. To determine if the residency requirement applies to you, please discuss with the agency representative at the time of interview.",3/17/2016 0:00,,3/17/2016 0:00,3/22/2016 0:00
235570,DEPARTMENT OF FINANCE,Internal,1,P-Card and Compliance Coordinator,PROCUREMENT ANALYST,12158,3,52914,75000,Annual,"1 Centre St., N.Y.",Agency Chief Contracting Ofc,"Unless otherwise indicated, all positions require a five-day workweek.","1 Centre St., Manhattan, N.Y. Current location but could be subject to change.",,"New York City residency is generally required within 90 days of appointment. However, City Employees in certain titles who have worked for the City for 2 continuous years may also be eligible to reside in Nassau, Suffolk, Putnam, Westchester, Rockland, or Orange County. To determine if the residency requirement applies to you, please discuss with the agency representative at the time of interview.",3/17/2016 0:00,,3/17/2016 0:00,3/22/2016 0:00
235573,DEPARTMENT OF INVESTIGATION,External,1,Payroll Coordinator,COMMUNITY COORDINATOR,56058,0,48895,75900,Annual,80 Maiden Lane,Management & Administration,35 hours per week.,80 Maiden Lane,,"New York City residency is generally required within 90 days of appointment. However, City Employees in certain titles who have worked for the City for 2 continuous years may also be eligible to reside in Nassau, Suffolk, Putnam, Westchester, Rockland, or Orange County. To determine if the residency requirements applies to you, please discuss with the agency representative at the time of interview.",3/16/2016 0:00,,3/16/2016 0:00,3/22/2016 0:00
235573,DEPARTMENT OF INVESTIGATION,Internal,1,Payroll Coordinator,COMMUNITY COORDINATOR,56058,0,48895,75900,Annual,80 Maiden Lane,Management & Administration,35 hours per week.,80 Maiden Lane,,"New York City residency is generally required within 90 days of appointment. However, City Employees in certain titles who have worked for the City for 2 continuous years may also be eligible to reside in Nassau, Suffolk, Putnam, Westchester, Rockland, or Orange County. To determine if the residency requirements applies to you, please discuss with the agency representative at the time of interview.",3/16/2016 0:00,,3/16/2016 0:00,3/22/2016 0:00
235766,DEPARTMENT OF INVESTIGATION,External,1,Assistant Inspector General,SPECIAL INVESTIGATOR,31130,0,40000,70000,Annual,80 Maiden Lane,Default, , ,,"New York City residency is generally required within 90 days of appointment. However, City Employees in certain titles who have worked for the City for 2 continuous years may also be eligible to reside in Nassau, Suffolk, Putnam, Westchester, Rockland, or Orange County. To determine if the residency requirement applies to you, please discuss with the agency representative at the time of interview.",3/17/2016 0:00,,3/17/2016 0:00,3/22/2016 0:00
235767,DEPARTMENT OF INVESTIGATION,External,1,Assistant Inspector General,SPECIAL INVESTIGATOR,31130,0,60000,100000,Annual,80 Maiden Lane,Default, ,80 Maiden Lane,,"New York City residency is generally required within 90 days of appointment. However, City Employees in certain titles who have worked for the City for 2 continuous years may also be eligible to reside in Nassau, Suffolk, Putnam, Westchester, Rockland, or Orange County. To determine if the residency requirement applies to you, please discuss with the agency representative at the time of interview.",3/18/2016 0:00,,3/18/2016 0:00,3/22/2016 0:00
235767,DEPARTMENT OF INVESTIGATION,Internal,1,Assistant Inspector General,SPECIAL INVESTIGATOR,31130,0,60000,100000,Annual,80 Maiden Lane,Default, ,80 Maiden Lane,,"New York City residency is generally required within 90 days of appointment. However, City Employees in certain titles who have worked for the City for 2 continuous years may also be eligible to reside in Nassau, Suffolk, Putnam, Westchester, Rockland, or Orange County. To determine if the residency requirement applies to you, please discuss with the agency representative at the time of interview.",3/18/2016 0:00,,3/18/2016 0:00,3/22/2016 0:00
235576,ADMIN FOR CHILDREN'S SVCS,Internal,1,"Director, Project Management Office",COMPUTER SYSTEMS MANAGER,10050,M2,58675,156793,Annual,"150 William Street, New York N","Mis Admin,Network Sysms Dvlpmt", , ,,New York City Residency is not required for this position,3/16/2016 0:00,3/30/2016 0:00,3/16/2016 0:00,3/22/2016 0:00
235576,ADMIN FOR CHILDREN'S SVCS,External,1,"Director, Project Management Office",COMPUTER SYSTEMS MANAGER,10050,M2,58675,156793,Annual,"150 William Street, New York N","Mis Admin,Network Sysms Dvlpmt", , ,,New York City Residency is not required for this position,3/16/2016 0:00,3/30/2016 0:00,3/16/2016 0:00,3/22/2016 0:00
235586,DEPT. OF HOMELESS SERVICES,External,1,Buyer II,PROCUREMENT ANALYST,12158,2,44945,72628,Annual,"33 Beaver St, New York Ny",ACCO Administration,Mon. - Fri. 9:00am â€“ 5:00pm,"33 Beaver St, New York Ny",,"New York City residency is generally required within 90 days of appointment. However, City Employees in certain titles who have worked for the City for 2 continuous years may also be eligible to reside in Nassau, Suffolk, Putnam, Westchester, Rockland, or Orange County. To determine if the residency requirement applies to you, please discuss with the agency representative at the time of interview.",3/16/2016 0:00,3/30/2016 0:00,3/16/2016 0:00,3/22/2016 0:00
235586,DEPT. OF HOMELESS SERVICES,Internal,1,Buyer II,PROCUREMENT ANALYST,12158,2,44945,72628,Annual,"33 Beaver St, New York Ny",ACCO Administration,Mon. - Fri. 9:00am â€“ 5:00pm,"33 Beaver St, New York Ny",,"New York City residency is generally required within 90 days of appointment. However, City Employees in certain titles who have worked for the City for 2 continuous years may also be eligible to reside in Nassau, Suffolk, Putnam, Westchester, Rockland, or Orange County. To determine if the residency requirement applies to you, please discuss with the agency representative at the time of interview.",3/16/2016 0:00,3/30/2016 0:00,3/16/2016 0:00,3/22/2016 0:00
235770,DEPT OF PARKS & RECREATION,Internal,1,Deputy Borough Chief of Operations,DEPUTY CHIEF OF OPERATIONS (PA,6364,0,111000,111000,Annual,"Arsenal 830 Fifth Ave, New Yor",Deputy Comm of Operations, ,TBD,,"Residency in New York City, Nassau, Orange, Rockland, Suffolk, Putnam or Westchester counties required for employees with over two years of city service.  New York City residency required for all other candidates.",3/18/2016 0:00,4/1/2016 0:00,3/17/2016 0:00,3/22/2016 0:00
235772,DEPT. OF HOMELESS SERVICES,External,1,Communications Associate,COMMUNITY COORDINATOR,56058,0,48895,75900,Annual,"33 Beaver St, New York Ny",Communications Gov & Comm Aff,Mon.-Fri. 9:00am-5:00pm,"33 Beaver St, New York Ny",,"New York City residency is generally required within 90 days of appointment. However, City Employees in certain titles who have worked for the City for 2 continuous years may also be eligible to reside in Nassau, Suffolk, Putnam, Westchester, Rockland, or Orange County. To determine if the residency requirement applies to you, please discuss with the agency representative at the time of interview.",3/17/2016 0:00,3/31/2016 0:00,3/17/2016 0:00,3/22/2016 0:00
235772,DEPT. OF HOMELESS SERVICES,Internal,1,Communications Associate,COMMUNITY COORDINATOR,56058,0,48895,75900,Annual,"33 Beaver St, New York Ny",Communications Gov & Comm Aff,Mon.-Fri. 9:00am-5:00pm,"33 Beaver St, New York Ny",,"New York City residency is generally required within 90 days of appointment. However, City Employees in certain titles who have worked for the City for 2 continuous years may also be eligible to reside in Nassau, Suffolk, Putnam, Westchester, Rockland, or Orange County. To determine if the residency requirement applies to you, please discuss with the agency representative at the time of interview.",3/17/2016 0:00,3/31/2016 0:00,3/17/2016 0:00,3/22/2016 0:00
235776,NYC HOUSING AUTHORITY,Internal,1,VP of Supply Management & Procurement,ADMIN CONTRACT SPECIALIST (PYR,10095,M5,80379,202231,Annual,Supply Management-Evp,SVP for Suply Mgmt, , ,,NYCHA has no residency requirements.,3/21/2016 0:00,3/26/2016 0:00,3/21/2016 0:00,3/22/2016 0:00
235777,DEPT OF HEALTH/MENTAL HYGIENE,Internal,1,"Initiative Director, NY Cure Violence, Center for Health Equity",ADMINISTRATIVE COMMUNITY RELAT,10022,M1,53051,145991,Annual,42-09 28th Street,Center for Health Equity, , ,,"New York City residency is generally required within 90 days of appointment. However, City Employees in certain titles who have worked for the City for 2 continuous years may also be eligible to reside in Nassau, Suffolk, Putnam, Westchester, Rockland, or Orange County. To determine if the residency requirement applies to you, please discuss with the agency representative at the time of interview.",3/18/2016 0:00,,3/18/2016 0:00,3/22/2016 0:00
235592,DEPT OF HEALTH/MENTAL HYGIENE,Internal,1,"Care Coordination Specialist, Care Coordination and Health Homes",SPECIAL CONSULTANT (MENTAL HEA,51001,2,64510,74187,Annual,42-09 28th Street,Mental Health, ,"42-09 28th Street, Long Island City, NY",,"New York City residency is required within 90 days of appointment. However, city employees in certain titles who have worked for the City for 2 continuous years may also be eligible to reside in Nassau, Suffolk, Putnam, Westchester, Rockland, or Orange County. To determine if the residency requirement applies to you, please discuss with the agency representative at the time of interview.",3/16/2016 0:00,,3/16/2016 0:00,3/22/2016 0:00
235592,DEPT OF HEALTH/MENTAL HYGIENE,External,1,"Care Coordination Specialist, Care Coordination and Health Homes",SPECIAL CONSULTANT (MENTAL HEA,51001,2,64510,74187,Annual,42-09 28th Street,Mental Health, ,"42-09 28th Street, Long Island City, NY",,"New York City residency is required within 90 days of appointment. However, city employees in certain titles who have worked for the City for 2 continuous years may also be eligible to reside in Nassau, Suffolk, Putnam, Westchester, Rockland, or Orange County. To determine if the residency requirement applies to you, please discuss with the agency representative at the time of interview.",3/16/2016 0:00,,3/16/2016 0:00,3/22/2016 0:00
235615,DEPT OF HEALTH/MENTAL HYGIENE,External,1,"Senior Clinical Data Analyst, Bureau of Primary Care Information Project",CITY RESEARCH SCIENTIST,21744,3,76340,90000,Annual,42-09 28th Street,Primary Care Info Project, , ,,"New York City residency is generally required within 90 days of appointment. However, City Employees in certain titles who have worked for the City for 2 continuous years may also be eligible to reside in Nassau, Suffolk, Putnam, Westchester, Rockland, or Orange County. To determine if the residency requirement applies to you, please discuss with the agency representative at the time of interview.",3/16/2016 0:00,,3/16/2016 0:00,3/22/2016 0:00
235615,DEPT OF HEALTH/MENTAL HYGIENE,Internal,1,"Senior Clinical Data Analyst, Bureau of Primary Care Information Project",CITY RESEARCH SCIENTIST,21744,3,76340,90000,Annual,42-09 28th Street,Primary Care Info Project, , ,,"New York City residency is generally required within 90 days of appointment. However, City Employees in certain titles who have worked for the City for 2 continuous years may also be eligible to reside in Nassau, Suffolk, Putnam, Westchester, Rockland, or Orange County. To determine if the residency requirement applies to you, please discuss with the agency representative at the time of interview.",3/16/2016 0:00,,3/16/2016 0:00,3/22/2016 0:00
235634,DEPT OF HEALTH/MENTAL HYGIENE,External,1,"Project Coordinator, PrEP Outreach, Disease Control/HIV External Affairs",CITY RESEARCH SCIENTIST,21744,2,68239,85644,Annual,42-09 28th Street,HIV/AIDS Care & Treatment, ,"42-09 28th Street, Queens, NY, 11101",,"New York City residency is generally required within 90 days of appointment. However, City Employees in certain titles who have worked for the City for 2 continuous years may also be eligible to reside in Nassau, Suffolk, Putnam, Westchester, Rockland, or Orange County. To determine if the residency requirement applies to you, please discuss with the agency representative at the time of interview.",3/16/2016 0:00,,3/16/2016 0:00,3/22/2016 0:00
235777,DEPT OF HEALTH/MENTAL HYGIENE,External,1,"Initiative Director, NY Cure Violence, Center for Health Equity",ADMINISTRATIVE COMMUNITY RELAT,10022,M1,53051,145991,Annual,42-09 28th Street,Center for Health Equity, , ,,"New York City residency is generally required within 90 days of appointment. However, City Employees in certain titles who have worked for the City for 2 continuous years may also be eligible to reside in Nassau, Suffolk, Putnam, Westchester, Rockland, or Orange County. To determine if the residency requirement applies to you, please discuss with the agency representative at the time of interview.",3/18/2016 0:00,,3/18/2016 0:00,3/22/2016 0:00
235778,DEPARTMENT OF CORRECTION,Internal,1,PROCUREMENT ANALYST,PROCUREMENT ANALYST,12158,3,52914,88945,Annual,"Hazen St-G.M.D.C., E. Elm, Ny",CWOD I-Civilian, , ,,"New York City residency is generally required within 90 days of appointment. However, City Employees in certain titles who have worked for the City for 2 continuous years may also be eligible to reside in Nassau, Suffolk, Putnam, Westchester, Rockland, or Orange County. To determine if the residency requirement applies to you, please discuss with the agency representative at the time of interview.",3/17/2016 0:00,3/27/2016 0:00,3/17/2016 0:00,3/22/2016 0:00
235783,DEPT OF PARKS & RECREATION,Internal,1,Public Programs Budget Supervisor,COMMUNITY COORDINATOR,56058,0,70000,75000,Annual,105 St & 5 Ave,Central Recreation, ,"Arsenal North, Manhattan",,"Residency in New York City, Nassau, Orange, Rockland, Suffolk, Putnam or Westchester counties required for employees with over two years of city service.  New York City residency required for all other candidates.",3/18/2016 0:00,4/1/2016 0:00,3/17/2016 0:00,3/22/2016 0:00
235788,CIVILIAN COMPLAINT REVIEW BD,External,1,Purchasing Agent/Fleet Coordinator,COMMUNITY COORDINATOR,56058,0,48895,75900,Annual,"100 Church St., N.Y.",Civilian Complaint Review Bd, , ,,"New York City residency is generally required within 90 days of appointment. However, City Employees in certain titles who have worked for the City for 2 continuous years may also be eligible to reside in Nassau, Suffolk, Putnam, Westchester, Rockland, or Orange County. To determine if the residency requirement applies to you, please discuss with the agency representative at the time of interview.",3/17/2016 0:00,,3/17/2016 0:00,3/22/2016 0:00
235788,CIVILIAN COMPLAINT REVIEW BD,Internal,1,Purchasing Agent/Fleet Coordinator,COMMUNITY COORDINATOR,56058,0,48895,75900,Annual,"100 Church St., N.Y.",Civilian Complaint Review Bd, , ,,"New York City residency is generally required within 90 days of appointment. However, City Employees in certain titles who have worked for the City for 2 continuous years may also be eligible to reside in Nassau, Suffolk, Putnam, Westchester, Rockland, or Orange County. To determine if the residency requirement applies to you, please discuss with the agency representative at the time of interview.",3/17/2016 0:00,,3/17/2016 0:00,3/22/2016 0:00
235634,DEPT OF HEALTH/MENTAL HYGIENE,Internal,1,"Project Coordinator, PrEP Outreach, Disease Control/HIV External Affairs",CITY RESEARCH SCIENTIST,21744,2,68239,85644,Annual,42-09 28th Street,HIV/AIDS Care & Treatment, ,"42-09 28th Street, Queens, NY, 11101",,"New York City residency is generally required within 90 days of appointment. However, City Employees in certain titles who have worked for the City for 2 continuous years may also be eligible to reside in Nassau, Suffolk, Putnam, Westchester, Rockland, or Orange County. To determine if the residency requirement applies to you, please discuss with the agency representative at the time of interview.",3/16/2016 0:00,,3/16/2016 0:00,3/22/2016 0:00
235644,BUSINESS INTEGRITY COMMISSION,External,1,Associate Fraud Investigator,ASSOCIATE FRAUD INVESTIGATOR (,31118,1,54347,82455,Annual,"100 Church St., N.Y.",Default, , ,,"New York City residency is generally required within 90 days of appointment. However, City Employees in certain titles who have worked for the City for 2 continuous years may also be eligible to reside in Nassau, Suffolk, Putnam, Westchester, Rockland, or Orange County. To determine if the residency requirement applies to you, please discuss with the agency representative at the time of interview.",3/16/2016 0:00,3/29/2016 0:00,3/16/2016 0:00,3/22/2016 0:00
235644,BUSINESS INTEGRITY COMMISSION,Internal,1,Associate Fraud Investigator,ASSOCIATE FRAUD INVESTIGATOR (,31118,1,54347,82455,Annual,"100 Church St., N.Y.",Default, , ,,"New York City residency is generally required within 90 days of appointment. However, City Employees in certain titles who have worked for the City for 2 continuous years may also be eligible to reside in Nassau, Suffolk, Putnam, Westchester, Rockland, or Orange County. To determine if the residency requirement applies to you, please discuss with the agency representative at the time of interview.",3/16/2016 0:00,3/29/2016 0:00,3/16/2016 0:00,3/22/2016 0:00
235646,DEPT OF ENVIRONMENT PROTECTION,Internal,1,Borough Field Assistant,COMMUNITY ASSISTANT,56056,0,29391,38131,Annual,"250 Broadway, N.Y.",Sandy Housing Rehab, , ,,"New York City residency is generally required within 90 days of appointment. However, City Employees in certain titles who have worked for the City for 2 continuous years may also be eligible to reside in Nassau, Suffolk, Putnam, Westchester, Rockland, or Orange County. To determine if the residency requirement applies to you, please discuss with the agency representative at the time of interview.",3/18/2016 0:00,3/31/2016 0:00,3/18/2016 0:00,3/22/2016 0:00
235790,DEPARTMENT OF CORRECTION,External,1,Executive Coordinator,COMMUNITY COORDINATOR,56058,0,50000,60000,Annual,75-20 Astoria Blvd,Health Affairs, , ,,"New York City residency is generally required within 90 days of appointment. However, City Employees in certain titles who have worked for the City for 2 continuous years may also be eligible to reside in Nassau, Suffolk, Putnam, Westchester, Rockland, or Orange County. To determine if the residency requirement applies to you, please discuss with the agency representative at the time of interview.",3/17/2016 0:00,3/31/2016 0:00,3/17/2016 0:00,3/22/2016 0:00
235790,DEPARTMENT OF CORRECTION,Internal,1,Executive Coordinator,COMMUNITY COORDINATOR,56058,0,50000,60000,Annual,75-20 Astoria Blvd,Health Affairs, , ,,"New York City residency is generally required within 90 days of appointment. However, City Employees in certain titles who have worked for the City for 2 continuous years may also be eligible to reside in Nassau, Suffolk, Putnam, Westchester, Rockland, or Orange County. To determine if the residency requirement applies to you, please discuss with the agency representative at the time of interview.",3/17/2016 0:00,3/31/2016 0:00,3/17/2016 0:00,3/22/2016 0:00
235791,DEPT OF PARKS & RECREATION,Internal,1,Environmental Resident Engineer,CIVIL ENGINEER,20215,2,74000,84000,Annual,Flushing Meadow Pk Olmsted Ctr,Deputy Comm For Capital Pro, ,"Olmsted Center, Queens",,This position is exempt from NYC residency requirements.,3/18/2016 0:00,,3/21/2016 0:00,3/22/2016 0:00
235791,DEPT OF PARKS & RECREATION,Internal,1,Environmental Resident Engineer,CIVIL ENGINEER,20215,2,74000,84000,Annual,Flushing Meadow Pk Olmsted Ctr,Deputy Comm For Capital Pro, ,"Olmsted Center, Queens",,This position is exempt from NYC residency requirements.,3/18/2016 0:00,,3/21/2016 0:00,3/22/2016 0:00
235791,DEPT OF PARKS & RECREATION,External,1,Environmental Resident Engineer,CIVIL ENGINEER,20215,2,74000,84000,Annual,Flushing Meadow Pk Olmsted Ctr,Deputy Comm For Capital Pro, ,"Olmsted Center, Queens",,This position is exempt from NYC residency requirements.,3/18/2016 0:00,,3/21/2016 0:00,3/22/2016 0:00
235792,DEPT OF HEALTH/MENTAL HYGIENE,Internal,1,"Action Center Referral Specialist, Neighborhood Health Action Centers/Center for Health Equity",COMMUNITY COORDINATOR,56058,0,48895,75900,Annual,161-169 East 110 Street,District Public Health Harlem, , ,,"New York City residency is generally required within 90 days of appointment. However, City Employees in certain titles who have worked for the City for 2 continuous years may also be eligible to reside in Nassau, Suffolk, Putnam, Westchester, Rockland, or Orange County. To determine if the residency requirement applies to you, please discuss with the agency representative at the time of interview.",3/18/2016 0:00,,3/18/2016 0:00,3/22/2016 0:00
235646,DEPT OF ENVIRONMENT PROTECTION,External,1,Borough Field Assistant,COMMUNITY ASSISTANT,56056,0,29391,38131,Annual,"250 Broadway, N.Y.",Sandy Housing Rehab, , ,,"New York City residency is generally required within 90 days of appointment. However, City Employees in certain titles who have worked for the City for 2 continuous years may also be eligible to reside in Nassau, Suffolk, Putnam, Westchester, Rockland, or Orange County. To determine if the residency requirement applies to you, please discuss with the agency representative at the time of interview.",3/18/2016 0:00,3/31/2016 0:00,3/18/2016 0:00,3/22/2016 0:00
235675,HOUSING PRESERVATION & DVLPMNT,Internal,2,Case Manager - Continued Occupancy,COMMUNITY ASSOCIATE,56057,0,34644,57655,Annual,100 Gold Street,HCV Unit, ,100 Gold Street,,"New York City residency is generally required within 90 days of appointment. However, City Employees in certain titles who have worked for the City for 2 continuous years may also be eligible to reside in Nassau, Suffolk, Putnam, Westchester, Rockland, or Orange County. To determine if the residency requirement applies to you, please discuss with the agency representative at the time of interview.",3/17/2016 0:00,4/1/2016 0:00,3/17/2016 0:00,3/22/2016 0:00
235675,HOUSING PRESERVATION & DVLPMNT,External,2,Case Manager - Continued Occupancy,COMMUNITY ASSOCIATE,56057,0,34644,57655,Annual,100 Gold Street,HCV Unit, ,100 Gold Street,,"New York City residency is generally required within 90 days of appointment. However, City Employees in certain titles who have worked for the City for 2 continuous years may also be eligible to reside in Nassau, Suffolk, Putnam, Westchester, Rockland, or Orange County. To determine if the residency requirement applies to you, please discuss with the agency representative at the time of interview.",3/17/2016 0:00,4/1/2016 0:00,3/17/2016 0:00,3/22/2016 0:00
235681,DEPT OF HEALTH/MENTAL HYGIENE,Internal,5,"Public Health Inspector, Food Safety and Community Sanitation",PUBLIC HEALTH SANITARIAN,31215,1,41199,47379,Annual,"125 Worth Street, Nyc",Food Safety & Community Sanit, , ,,"New York City residency is generally required within 90 days of appointment. However, City Employees in certain titles who have worked for the City for 2 continuous years may also be eligible to reside in Nassau, Suffolk, Putnam, Westchester, Rockland, or Orange County. To determine if the residency requirement applies to you, please discuss with the agency representative at the time of interview.",3/16/2016 0:00,,3/16/2016 0:00,3/22/2016 0:00
235681,DEPT OF HEALTH/MENTAL HYGIENE,External,5,"Public Health Inspector, Food Safety and Community Sanitation",PUBLIC HEALTH SANITARIAN,31215,1,41199,47379,Annual,"125 Worth Street, Nyc",Food Safety & Community Sanit, , ,,"New York City residency is generally required within 90 days of appointment. However, City Employees in certain titles who have worked for the City for 2 continuous years may also be eligible to reside in Nassau, Suffolk, Putnam, Westchester, Rockland, or Orange County. To determine if the residency requirement applies to you, please discuss with the agency representative at the time of interview.",3/16/2016 0:00,,3/16/2016 0:00,3/22/2016 0:00
